Date,Nifty,PE,Gold
2010-04-13,5322.950195,19.72,1650.0
2010-04-15,5273.600098,19.59,1645.189941
2010-04-16,5262.600098,19.51,1648.969971
2010-04-19,5203.649902,19.32,1620.699951
2010-04-20,5230.100098,19.47,1632.939941
2010-04-21,5244.899902,19.58,1634.089966
2010-04-22,5269.350098,19.63,1639.579956
2010-04-23,5304.100098,19.69,1631.040039
2010-04-26,5322.450195,19.75,1642.780029
2010-04-27,5308.350098,19.33,1646.76001
2010-04-28,5215.450195,19.05,1661.5
2010-04-29,5254.149902,19.16,1660.900024
2010-04-30,5278.0,19.17,1671.0
2010-05-03,5222.75,19.06,1679.050049
2010-05-04,5148.5,18.78,1690.050049
2010-05-05,5124.899902,18.76,1675.349976
2010-05-06,5090.850098,18.69,1696.75
2010-05-07,5018.049805,18.36,1735.9000239999998
2010-05-10,5193.600098,18.89,1701.949951
2010-05-11,5136.149902,18.67,1739.300049
2010-05-12,5156.649902,18.73,1777.4000239999998
2010-05-13,5178.899902,18.85,1768.8499760000002
2010-05-14,5093.5,18.49,1789.0
2010-05-17,5059.899902,18.39,1787.1500239999998
2010-05-18,5066.200195,18.41,1772.8499760000002
2010-05-19,4919.649902,17.93,1785.300049
2010-05-20,4947.600098,18.04,1765.3499760000002
2010-05-21,4931.149902,17.91,1767.949951
2010-05-24,4943.950195,17.95,1776.3499760000002
2010-05-25,4806.75,17.47,1795.5
2010-05-26,4917.399902,17.83,1821.6500239999998
2010-05-27,5003.100098,18.07,1820.449951
2010-05-28,5066.549805,18.79,1805.8499760000002
2010-05-31,5086.299805,18.97,1804.699951
2010-06-01,4970.200195,18.63,1829.199951
2010-06-02,5019.850098,18.81,1833.9000239999998
2010-06-03,5110.5,19.09,1814.0
2010-06-04,5135.5,19.14,1797.800049
2010-06-07,5034.0,18.83,1835.199951
2010-06-08,4987.100098,18.66,1876.449951
2010-06-09,5000.299805,18.75,1856.5
2010-06-10,5078.600098,19.0,1838.9000239999998
2010-06-11,5119.350098,18.98,1831.949951
2010-06-14,5197.700195,19.21,1833.449951
2010-06-15,5222.350098,19.28,1820.6500239999998
2010-06-16,5233.350098,19.31,1830.699951
2010-06-17,5274.850098,19.42,1837.800049
2010-06-18,5262.600098,19.35,1839.800049
2010-06-21,5353.299805,19.61,1840.949951
2010-06-22,5316.549805,19.52,1824.25
2010-06-23,5323.149902,19.57,1841.5999760000002
2010-06-24,5320.600098,19.54,1832.5999760000002
2010-06-25,5269.049805,19.51,1848.4000239999998
2010-06-28,5333.5,19.8,1842.199951
2010-06-29,5256.149902,19.59,1842.4000239999998
2010-06-30,5312.5,19.76,1843.25
2010-07-01,5251.399902,19.6,1847.0999760000002
2010-07-02,5237.100098,19.59,1812.449951
2010-07-05,5235.899902,19.58,1814.0
2010-07-06,5289.049805,19.73,1818.3499760000002
2010-07-07,5241.100098,19.6,1797.5
2010-07-08,5296.850098,19.76,1810.050049
2010-07-09,5352.450195,19.93,1792.800049
2010-07-12,5383.0,20.0,1807.199951
2010-07-13,5400.649902,20.07,1808.1500239999998
2010-07-14,5386.149902,20.02,1812.1500239999998
2010-07-15,5378.75,19.97,1809.9000239999998
2010-07-16,5393.899902,20.07,1805.449951
2010-07-19,5386.450195,20.08,1794.449951
2010-07-20,5368.0,20.01,1787.3499760000002
2010-07-21,5399.350098,20.12,1803.1500239999998
2010-07-22,5441.950195,20.19,1791.699951
2010-07-23,5449.100098,20.17,1796.1500239999998
2010-07-26,5418.600098,20.02,1790.8499760000002
2010-07-27,5430.600098,20.07,1772.0999760000002
2010-07-28,5397.549805,20.0,1741.8499760000002
2010-07-29,5408.899902,19.98,1746.550049
2010-07-30,5367.600098,19.92,1747.949951
2010-08-02,5431.649902,20.9,1748.0
2010-08-03,5439.549805,20.95,1751.75
2010-08-04,5467.850098,21.03,1767.699951
2010-08-05,5447.100098,20.99,1769.449951
2010-08-06,5439.25,20.97,1764.75
2010-08-09,5486.149902,21.05,1781.949951
2010-08-10,5460.700195,20.95,1776.199951
2010-08-11,5420.600098,20.85,1785.199951
2010-08-12,5416.450195,20.89,1795.050049
2010-08-13,5452.100098,21.03,1817.199951
2010-08-16,5418.299805,21.07,1818.5
2010-08-17,5414.149902,21.09,1829.699951
2010-08-18,5479.149902,21.29,1823.0
2010-08-19,5540.200195,21.43,1825.0
2010-08-20,5530.649902,21.42,1833.5
2010-08-23,5543.5,21.54,1830.0
2010-08-24,5505.100098,21.4,1824.0
2010-08-25,5462.350098,21.23,1844.780029
2010-08-26,5477.899902,21.28,1846.0100100000002
2010-08-27,5408.700195,21.08,1850.0
2010-08-30,5415.450195,21.1,1854.060059
2010-08-31,5402.399902,20.93,1859.530029
2010-09-01,5471.850098,21.24,1865.0
2010-09-02,5486.149902,21.27,1860.0
2010-09-03,5479.399902,21.33,1869.4000239999998
2010-09-06,5576.950195,21.66,1858.9899899999998
2010-09-07,5604.0,21.74,1862.390015
2010-09-08,5607.850098,21.78,1890.0
2010-09-09,5640.049805,21.87,1866.5
2010-09-13,5760.0,22.32,1844.0
2010-09-14,5795.549805,22.39,1853.22998
2010-09-15,5860.950195,22.54,1880.0
2010-09-16,5828.700195,22.37,1873.680054
2010-09-17,5884.950195,22.58,1874.459961
2010-09-20,5980.450195,22.82,1868.949951
2010-09-21,6009.049805,22.81,1870.0
2010-09-22,5991.0,22.73,1864.9000239999998
2010-09-23,5959.549805,22.65,1872.5
2010-09-24,6018.299805,22.88,1880.0
2010-09-27,6035.649902,23.0,1869.9000239999998
2010-09-28,6029.5,23.01,1860.0
2010-09-29,5991.299805,22.85,1880.0
2010-09-30,6029.950195,22.84,1870.199951
2010-10-01,6143.399902,23.42,1875.0
2010-10-04,6159.450195,23.51,1871.0
2010-10-05,6145.799805,23.55,1887.0
2010-10-06,6186.450195,23.75,1905.0
2010-10-07,6120.299805,23.59,1908.0
2010-10-08,6103.450195,23.5,1899.9899899999998
2010-10-11,6135.850098,23.81,1905.0
2010-10-12,6090.899902,23.63,1913.0
2010-10-13,6233.899902,24.07,1925.0
2010-10-14,6177.350098,23.9,1945.949951
2010-10-15,6062.649902,23.49,1931.3499760000002
2010-10-18,6075.950195,23.37,1919.050049
2010-10-19,6027.299805,23.24,1932.550049
2010-10-20,5982.100098,23.11,1896.1500239999998
2010-10-21,6101.5,23.53,1905.050049
2010-10-22,6066.049805,23.45,1888.9000239999998
2010-10-25,6105.799805,23.58,1897.199951
2010-10-26,6082.0,23.26,1892.75
2010-10-27,6012.649902,23.05,1889.4000239999998
2010-10-28,5987.700195,22.94,1880.6500239999998
2010-10-29,6017.700195,22.99,1893.4000239999998
2010-11-01,6117.549805,23.36,1926.550049
2010-11-02,6119.0,23.4,1919.550049
2010-11-03,6160.5,23.54,1915.449951
2010-11-04,6281.799805,23.6,1919.699951
2010-11-08,6273.200195,23.61,1945.6500239999998
2010-11-09,6301.549805,23.72,1987.5999760000002
2010-11-10,6275.700195,23.67,1981.25
2010-11-11,6194.25,23.36,1984.75
2010-11-12,6071.649902,22.87,1965.4000239999998
2010-11-15,6121.600098,22.64,1959.5999760000002
2010-11-16,5988.700195,22.16,1957.3499760000002
2010-11-18,5998.799805,22.17,1956.75
2010-11-19,5890.299805,21.77,1955.6500239999998
2010-11-22,6010.0,22.19,1959.9000239999998
2010-11-23,5934.75,21.91,1979.3499760000002
2010-11-24,5865.75,21.65,1990.25
2010-11-25,5799.75,21.33,1980.8499760000002
2010-11-26,5751.950195,21.03,1989.0
2010-11-29,5830.0,21.29,1988.6500239999998
2010-11-30,5862.700195,21.5,1994.75
2010-12-01,5960.899902,21.92,2018.4000239999998
2010-12-02,6011.700195,22.1,2003.25
2010-12-03,5992.799805,21.92,1994.25
2010-12-06,5992.25,21.9,2023.0999760000002
2010-12-07,5976.549805,21.79,2024.3499760000002
2010-12-08,5903.700195,21.48,1994.0
2010-12-09,5766.5,20.87,1990.9000239999998
2010-12-10,5857.350098,21.2,1993.3499760000002
2010-12-13,5907.649902,21.46,1996.050049
2010-12-14,5944.100098,21.65,2007.550049
2010-12-15,5892.299805,21.44,2000.1500239999998
2010-12-16,5948.75,21.59,1996.0
2010-12-20,5947.049805,21.58,1997.5999760000002
2010-12-21,6000.649902,21.77,1995.5
2010-12-22,5984.399902,21.74,1991.9000239999998
2010-12-23,5980.0,21.71,1984.9000239999998
2010-12-24,6011.600098,21.79,1988.699951
2010-12-27,5998.100098,21.73,1988.25
2010-12-28,5996.0,21.73,2000.199951
2010-12-29,6060.350098,21.94,2014.25
2010-12-30,6101.850098,22.08,2017.050049
2010-12-31,6134.5,22.24,2008.0999760000002
2011-01-03,6157.600098,22.36,2018.0999760000002
2011-01-04,6146.350098,22.31,2012.9000239999998
2011-01-05,6079.799805,22.07,1990.300049
2011-01-06,6048.25,21.9,1982.0
2011-01-07,5904.600098,21.38,1965.4000239999998
2011-01-10,5762.850098,20.87,1980.8499760000002
2011-01-11,5754.100098,20.82,1981.0
2011-01-12,5863.25,21.21,1985.8499760000002
2011-01-13,5751.899902,20.86,1985.8499760000002
2011-01-14,5654.549805,20.51,1978.4000239999998
2011-01-17,5654.75,20.45,1970.949951
2011-01-18,5724.049805,20.56,1972.699951
2011-01-19,5691.049805,20.47,1977.0999760000002
2011-01-20,5711.600098,20.53,1979.550049
2011-01-21,5696.5,20.36,1956.8499760000002
2011-01-24,5743.25,20.33,1959.0999760000002
2011-01-25,5687.399902,20.11,1931.199951
2011-01-27,5604.299805,19.81,1946.0
2011-01-28,5512.149902,19.4,1912.800049
2011-01-31,5505.899902,19.22,1954.3499760000002
2011-02-01,5417.200195,18.92,1946.0999760000002
2011-02-02,5432.0,18.97,1935.699951
2011-02-03,5526.75,19.26,1929.1500239999998
2011-02-04,5395.75,18.87,1953.9000239999998
2011-02-07,5396.0,18.84,1951.75
2011-02-08,5312.549805,18.48,1950.5
2011-02-09,5253.549805,18.15,1958.449951
2011-02-10,5225.799805,18.09,1963.0999760000002
2011-02-11,5310.0,18.42,1970.300049
2011-02-14,5456.0,18.93,1967.550049
2011-02-15,5481.0,19.01,1975.5999760000002
2011-02-16,5481.700195,19.06,1978.949951
2011-02-17,5546.450195,19.27,1988.800049
2011-02-18,5458.950195,18.96,1990.199951
2011-02-21,5518.600098,19.12,1998.800049
2011-02-22,5469.200195,18.95,2010.9000239999998
2011-02-23,5437.350098,18.87,2009.5999760000002
2011-02-24,5262.700195,18.27,2030.550049
2011-02-25,5303.549805,18.38,2022.0999760000002
2011-02-28,5333.25,18.47,2023.0999760000002
2011-03-01,5522.299805,19.1,2023.1500239999998
2011-03-03,5536.200195,19.14,2040.699951
2011-03-04,5538.75,19.15,2029.800049
2011-03-07,5463.149902,18.9,2056.5
2011-03-08,5520.799805,19.1,2042.9000239999998
2011-03-09,5531.0,19.15,2038.25
2011-03-10,5494.399902,19.06,2038.800049
2011-03-11,5445.450195,18.89,2031.050049
2011-03-14,5531.5,19.14,2031.949951
2011-03-15,5449.649902,18.85,2024.699951
2011-03-16,5511.149902,19.08,2008.3499760000002
2011-03-17,5446.649902,18.91,1999.6500239999998
2011-03-18,5373.700195,18.7,2026.6500239999998
2011-03-21,5364.75,18.66,2033.699951
2011-03-22,5413.850098,18.82,2036.800049
2011-03-23,5480.25,19.02,2035.6500239999998
2011-03-24,5522.399902,19.16,2039.449951
2011-03-25,5654.25,19.59,2031.300049
2011-03-28,5687.25,19.7,2019.9000239999998
2011-03-29,5736.350098,19.84,2008.300049
2011-03-30,5787.649902,20.05,2017.4000239999998
2011-03-31,5833.75,20.17,2020.949951
2011-04-01,5826.049805,20.23,2027.550049
2011-04-04,5908.450195,20.53,2022.449951
2011-04-05,5910.049805,20.59,2021.25
2011-04-06,5891.75,20.57,2040.9000239999998
2011-04-07,5885.700195,20.61,2038.949951
2011-04-08,5842.0,20.43,2052.5
2011-04-11,5785.700195,20.43,2062.199951
2011-04-13,5911.5,20.81,2048.75
2011-04-15,5824.549805,20.54,2076.649902
2011-04-18,5729.100098,20.26,2078.649902
2011-04-19,5740.75,20.26,2107.0
2011-04-20,5851.649902,20.58,2108.300049
2011-04-21,5884.700195,20.63,2114.800049
2011-04-25,5874.5,20.49,2140.600098
2011-04-26,5868.399902,20.46,2122.600098
2011-04-27,5833.899902,20.34,2121.600098
2011-04-28,5785.450195,20.16,2150.399902
2011-04-29,5749.5,19.93,2152.600098
2011-05-02,5701.299805,19.73,2187.800049
2011-05-03,5565.25,19.25,2173.949951
2011-05-04,5537.149902,19.14,2167.399902
2011-05-05,5459.850098,18.91,2145.899902
2011-05-06,5551.450195,19.18,2140.0
2011-05-09,5551.100098,19.2,2132.199951
2011-05-10,5541.25,19.16,2139.25
2011-05-11,5565.049805,19.26,2150.199951
2011-05-12,5486.149902,19.01,2119.800049
2011-05-13,5544.75,19.1,2146.75
2011-05-16,5499.0,18.95,2134.800049
2011-05-17,5438.950195,18.7,2131.800049
2011-05-18,5420.600098,18.63,2125.550049
2011-05-19,5428.100098,18.61,2121.699951
2011-05-20,5486.350098,18.72,2130.899902
2011-05-23,5386.549805,18.38,2159.149902
2011-05-24,5394.850098,18.39,2168.5
2011-05-25,5348.950195,18.25,2182.0
2011-05-26,5412.350098,18.38,2172.300049
2011-05-27,5476.100098,18.66,2177.699951
2011-05-30,5473.100098,18.71,2186.050049
2011-06-01,5592.0,19.04,2169.199951
2011-06-02,5550.350098,18.89,2185.399902
2011-06-03,5516.75,18.8,2171.949951
2011-06-06,5532.049805,18.77,2183.800049
2011-06-07,5556.149902,18.87,2184.800049
2011-06-08,5526.850098,18.8,2167.649902
2011-06-09,5521.049805,18.78,2166.350098
2011-06-10,5485.799805,18.68,2175.0
2011-06-13,5482.799805,18.68,2161.600098
2011-06-14,5500.5,18.75,2149.399902
2011-06-15,5447.5,18.59,2142.75
2011-06-16,5396.75,18.43,2160.649902
2011-06-17,5366.399902,18.32,2164.350098
2011-06-20,5257.899902,17.92,2182.149902
2011-06-21,5275.850098,17.96,2187.600098
2011-06-22,5278.299805,17.91,2189.399902
2011-06-23,5320.0,18.0,2186.550049
2011-06-24,5471.25,18.47,2161.949951
2011-06-27,5526.600098,18.68,2140.5
2011-06-28,5545.299805,18.75,2139.600098
2011-06-29,5600.450195,18.91,2141.899902
2011-06-30,5647.399902,19.04,2133.600098
2011-07-01,5627.200195,19.03,2104.149902
2011-07-04,5650.5,19.15,2099.600098
2011-07-05,5632.100098,19.1,2104.25
2011-07-06,5625.450195,19.09,2127.550049
2011-07-07,5728.950195,19.39,2141.75
2011-07-08,5660.649902,19.17,2140.75
2011-07-11,5616.100098,19.02,2163.75
2011-07-12,5526.149902,18.72,2177.050049
2011-07-13,5585.450195,18.92,2201.899902
2011-07-14,5512.299805,18.99,2227.75
2011-07-15,5581.100098,18.93,2220.699951
2011-07-18,5567.049805,18.91,2246.100098
2011-07-19,5613.549805,19.02,2249.149902
2011-07-20,5567.049805,18.83,2218.0
2011-07-21,5541.600098,18.73,2239.75
2011-07-22,5633.950195,18.99,2221.050049
2011-07-25,5680.299805,19.11,2258.350098
2011-07-26,5574.850098,18.77,2247.449951
2011-07-27,5546.799805,18.67,2255.399902
2011-07-28,5487.75,18.42,2247.649902
2011-07-29,5482.0,18.29,2250.050049
2011-08-01,5516.799805,18.25,2248.399902
2011-08-02,5456.549805,18.06,2267.350098
2011-08-03,5404.799805,17.92,2328.199951
2011-08-04,5331.799805,17.74,2333.350098
2011-08-05,5211.25,17.36,2351.300049
2011-08-08,5118.5,17.07,2419.850098
2011-08-09,5072.850098,16.89,2516.0
2011-08-10,5161.0,17.19,2496.5
2011-08-11,5138.299805,17.12,2558.100098
2011-08-12,5072.950195,16.94,2503.0
2011-08-16,5035.799805,16.78,2538.699951
2011-08-17,5056.600098,16.83,2564.399902
2011-08-18,4944.149902,16.48,2581.75
2011-08-19,4845.649902,16.2,2686.899902
2011-08-22,4898.799805,16.39,2693.550049
2011-08-23,4948.899902,16.55,2694.149902
2011-08-24,4888.899902,16.39,2659.199951
2011-08-25,4839.600098,16.22,2493.699951
2011-08-26,4747.799805,15.91,2593.050049
2011-08-29,4919.600098,16.46,2612.100098
2011-08-30,5001.0,16.71,2595.0
2011-09-02,5040.0,16.89,2680.699951
2011-09-05,5017.200195,16.86,2732.550049
2011-09-06,5064.299805,16.98,2722.850098
2011-09-07,5124.649902,17.2,2666.199951
2011-09-08,5153.25,17.27,2665.949951
2011-09-09,5059.450195,17.0,2737.850098
2011-09-12,4946.799805,16.64,2718.449951
2011-09-13,4940.950195,16.63,2697.949951
2011-09-14,5012.549805,16.81,2752.25
2011-09-15,5075.700195,17.0,2711.050049
2011-09-16,5084.25,17.03,2650.300049
2011-09-19,5031.950195,16.9,2715.649902
2011-09-20,5140.200195,17.19,2706.699951
2011-09-21,5133.25,17.23,2722.100098
2011-09-22,4923.649902,16.58,2710.850098
2011-09-23,4867.75,16.41,2685.850098
2011-09-26,4835.399902,16.25,2532.149902
2011-09-27,4971.25,16.65,2571.600098
2011-09-28,4945.899902,16.55,2535.800049
2011-09-29,5015.450195,16.74,2488.350098
2011-09-30,4943.25,16.55,2512.550049
2011-10-03,4849.5,16.23,2561.199951
2011-10-04,4772.149902,15.99,2584.75
2011-10-05,4751.299805,15.9,2488.949951
2011-10-07,4888.049805,16.28,2559.550049
2011-10-10,4979.600098,16.49,2553.100098
2011-10-11,4974.350098,16.51,2571.600098
2011-10-12,5099.399902,16.85,2591.699951
2011-10-13,5077.850098,16.81,2580.649902
2011-10-14,5132.299805,16.95,2580.449951
2011-10-17,5118.25,16.92,2583.75
2011-10-18,5037.5,16.54,2565.649902
2011-10-19,5139.149902,16.82,2555.699951
2011-10-20,5091.899902,16.62,2534.25
2011-10-21,5049.950195,16.48,2557.600098
2011-10-24,5098.350098,16.57,2607.75
2011-10-25,5191.600098,16.78,2579.800049
2011-10-28,5360.700195,17.32,2639.399902
2011-10-31,5326.600098,17.26,2614.149902
2011-11-01,5257.950195,17.65,2628.850098
2011-11-02,5258.450195,17.66,2655.699951
2011-11-03,5265.75,17.69,2674.550049
2011-11-04,5284.200195,17.86,2697.449951
2011-11-08,5289.350098,17.8,2753.350098
2011-11-09,5221.049805,17.56,2757.449951
2011-11-11,5168.850098,17.57,2760.399902
2011-11-14,5148.350098,17.53,2779.800049
2011-11-15,5068.5,17.26,2785.449951
2011-11-16,5030.450195,17.12,2799.600098
2011-11-17,4934.75,16.81,2783.5
2011-11-18,4905.799805,16.7,2753.100098
2011-11-21,4778.350098,16.33,2759.850098
2011-11-22,4812.350098,16.47,2755.25
2011-11-23,4706.450195,16.12,2752.5
2011-11-25,4710.049805,16.24,2734.850098
2011-11-28,4851.299805,16.66,2775.600098
2011-11-29,4805.100098,16.51,2772.25
2011-11-30,4832.049805,16.54,2793.800049
2011-12-01,4936.850098,16.82,2806.75
2011-12-02,5050.149902,17.18,2807.199951
2011-12-05,5039.149902,17.17,2804.899902
2011-12-07,5062.600098,17.21,2785.0
2011-12-08,4943.649902,16.83,2812.75
2011-12-09,4866.700195,16.6,2788.350098
2011-12-12,4764.600098,16.26,2765.899902
2011-12-13,4800.600098,16.33,2768.899902
2011-12-14,4763.25,16.2,2740.350098
2011-12-15,4746.350098,16.12,2627.449951
2011-12-16,4651.600098,15.81,2630.0
2011-12-19,4613.100098,15.62,2645.199951
2011-12-20,4544.200195,15.36,2653.600098
2011-12-21,4693.149902,15.78,2685.699951
2011-12-22,4733.850098,15.93,2656.300049
2011-12-23,4714.0,15.87,2659.199951
2011-12-27,4750.5,15.98,2661.75
2011-12-28,4705.799805,15.83,2644.5
2011-12-29,4646.25,15.67,2609.649902
2011-12-30,4624.299805,15.62,2620.899902
2012-01-03,4765.299805,16.07,2654.25
2012-01-04,4749.649902,16.05,2678.699951
2012-01-05,4749.950195,16.05,2668.399902
2012-01-06,4754.100098,16.05,2684.550049
2012-01-09,4742.799805,16.08,2664.699951
2012-01-10,4849.549805,16.44,2649.0
2012-01-11,4860.950195,16.53,2653.100098
2012-01-12,4831.25,16.5,2672.149902
2012-01-13,4866.0,16.55,2637.100098
2012-01-16,4873.899902,16.57,2645.649902
2012-01-17,4967.299805,16.84,2665.5
2012-01-18,4955.799805,16.77,2652.100098
2012-01-19,5018.399902,16.98,2647.899902
2012-01-20,5048.600098,17.07,2634.100098
2012-01-23,5046.25,17.07,2649.649902
2012-01-24,5127.350098,17.3,2639.899902
2012-01-25,5158.299805,17.47,2628.550049
2012-01-27,5204.700195,17.62,2693.449951
2012-01-30,5087.299805,17.23,2705.199951
2012-01-31,5199.25,17.61,2718.050049
2012-02-01,5235.700195,17.76,2763.050049
2012-02-02,5269.899902,17.91,2760.0
2012-02-03,5325.850098,18.1,2764.449951
2012-02-06,5361.649902,18.3,2721.550049
2012-02-07,5335.149902,18.21,2725.899902
2012-02-08,5368.149902,18.36,2764.949951
2012-02-09,5412.350098,18.53,2757.399902
2012-02-10,5381.600098,18.23,2764.5
2012-02-13,5390.200195,18.25,2737.899902
2012-02-14,5416.049805,18.33,2727.0
2012-02-15,5531.950195,18.72,2745.5
2012-02-16,5521.950195,18.77,2743.399902
2012-02-17,5564.299805,18.96,2746.25
2012-02-21,5607.149902,19.11,2757.050049
2012-02-22,5505.350098,18.67,2784.449951
2012-02-23,5483.299805,18.66,2823.449951
2012-02-24,5429.299805,18.5,2816.699951
2012-02-27,5281.200195,17.98,2789.399902
2012-02-28,5375.5,18.51,2792.800049
2012-02-29,5385.200195,18.59,2816.550049
2012-03-01,5339.75,18.45,2728.949951
2012-03-02,5359.350098,18.5,2737.0
2012-03-05,5280.350098,18.25,2737.0
2012-03-06,5222.399902,18.06,2728.300049
2012-03-07,5220.450195,18.04,2735.800049
2012-03-09,5333.549805,18.45,2728.050049
2012-03-12,5359.549805,18.53,2735.149902
2012-03-13,5429.5,18.76,2750.149902
2012-03-14,5463.899902,18.87,2728.300049
2012-03-15,5380.5,18.57,2692.050049
2012-03-16,5317.899902,18.36,2683.5
2012-03-19,5257.049805,18.15,2713.75
2012-03-20,5274.850098,18.23,2725.850098
2012-03-21,5364.950195,18.55,2730.550049
2012-03-22,5228.450195,18.1,2720.399902
2012-03-23,5278.200195,18.26,2722.699951
2012-03-26,5184.25,17.95,2730.449951
2012-03-27,5243.149902,18.11,2752.449951
2012-03-28,5194.75,17.94,2753.300049
2012-03-29,5178.850098,17.92,2746.0
2012-03-30,5295.549805,18.34,2753.949951
2012-04-02,5317.899902,18.45,2791.550049
2012-04-03,5358.5,18.61,2784.199951
2012-04-04,5322.899902,18.52,2760.600098
2012-04-09,5234.399902,18.23,2742.199951
2012-04-10,5243.600098,18.24,2759.300049
2012-04-11,5226.850098,18.16,2758.699951
2012-04-12,5276.850098,18.32,2773.949951
2012-04-13,5207.450195,18.05,2767.25
2012-04-16,5226.200195,18.16,2799.050049
2012-04-17,5289.700195,18.36,2794.399902
2012-04-18,5300.0,18.39,2785.100098
2012-04-19,5332.399902,18.43,2784.350098
2012-04-20,5290.850098,18.28,2796.5
2012-04-23,5200.600098,17.97,2797.699951
2012-04-24,5222.649902,18.0,2803.050049
2012-04-25,5202.0,17.92,2839.949951
2012-04-26,5189.0,17.86,2807.800049
2012-04-27,5190.600098,17.81,2825.899902
2012-04-30,5248.149902,18.01,2827.600098
2012-05-02,5239.149902,17.91,2852.949951
2012-05-03,5188.399902,17.73,2856.0
2012-05-04,5086.850098,17.37,2862.399902
2012-05-07,5114.149902,17.51,2855.850098
2012-05-08,4999.950195,17.12,2845.350098
2012-05-09,4974.799805,16.96,2830.75
2012-05-10,4965.700195,16.94,2796.850098
2012-05-11,4928.899902,16.81,2790.100098
2012-05-14,4907.799805,16.92,2779.0
2012-05-15,4942.799805,17.01,2765.600098
2012-05-16,4858.25,16.73,2757.25
2012-05-17,4870.200195,16.77,2745.0
2012-05-18,4891.450195,16.81,2770.199951
2012-05-22,4860.5,16.55,2825.350098
2012-05-23,4835.649902,16.46,2835.399902
2012-05-24,4921.399902,16.73,2829.149902
2012-05-25,4920.399902,16.76,2829.949951
2012-05-28,4985.649902,16.97,2840.699951
2012-05-29,4990.100098,16.99,2815.850098
2012-05-30,4950.75,16.84,2835.100098
2012-05-31,4924.25,16.8,2845.899902
2012-06-01,4841.600098,16.55,2829.25
2012-06-04,4848.149902,16.26,2884.399902
2012-06-05,4863.299805,16.32,2846.300049
2012-06-06,4997.100098,16.64,2898.399902
2012-06-07,5049.649902,16.79,2912.25
2012-06-08,5068.350098,16.73,2913.649902
2012-06-11,5054.100098,16.68,2891.149902
2012-06-12,5115.899902,16.85,2866.300049
2012-06-13,5121.450195,16.87,2891.899902
2012-06-14,5054.75,16.64,2894.949951
2012-06-15,5139.049805,16.87,2918.699951
2012-06-18,5064.25,16.66,2929.149902
2012-06-19,5103.850098,16.76,2931.800049
2012-06-20,5120.549805,16.85,2933.439941
2012-06-21,5165.0,17.01,2956.909912
2012-06-22,5146.049805,16.96,2952.899902
2012-06-25,5114.649902,16.89,2944.76001
2012-06-26,5120.799805,16.92,2934.800049
2012-06-27,5141.899902,16.99,2920.060059
2012-06-28,5149.149902,17.01,2948.659912
2012-06-29,5278.899902,17.41,2934.439941
2012-07-02,5278.600098,17.45,2822.90009
2012-07-03,5287.950195,17.52,2820.2499399999997
2012-07-04,5302.549805,17.59,2819.64996
2012-07-05,5327.299805,17.69,2835.1001
2012-07-06,5316.950195,17.63,2829.84985
2012-07-09,5275.149902,17.47,2821.1499
2012-07-10,5345.350098,17.69,2826.40015
2012-07-11,5306.299805,17.58,2808.15002
2012-07-12,5235.25,17.39,2799.100040000001
2012-07-13,5227.25,17.25,2791.19995
2012-07-16,5197.25,17.13,2787.6001
2012-07-17,5192.850098,17.08,2795.05005
2012-07-18,5216.299805,17.15,2791.5499900000004
2012-07-19,5242.700195,17.2,2808.349910000001
2012-07-20,5205.100098,17.12,2802.049870000001
2012-07-23,5117.950195,16.91,2813.15002
2012-07-24,5128.200195,16.89,2810.05005
2012-07-25,5109.600098,16.82,2832.7499399999997
2012-07-26,5043.0,16.59,2840.19989
2012-07-27,5099.850098,16.53,2871.1499
2012-07-30,5199.799805,16.84,2867.850040000001
2012-07-31,5229.0,16.94,2866.4999399999997
2012-08-01,5240.5,17.0,2847.250060000001
2012-08-02,5227.75,16.97,2843.25012
2012-08-03,5215.700195,16.96,2861.79993
2012-08-06,5282.549805,17.16,2853.349910000001
2012-08-07,5336.700195,17.3,2861.79993
2012-08-08,5338.0,17.28,2831.25
2012-08-09,5322.950195,17.22,2837.69989
2012-08-10,5320.399902,17.2,2862.44995
2012-08-13,5347.899902,17.37,2865.2999900000004
2012-08-14,5380.350098,17.66,2855.65002
2012-08-16,5362.950195,17.68,2850.849910000001
2012-08-17,5366.299805,18.1,2874.8999
2012-08-21,5421.0,18.3,2874.100040000001
2012-08-22,5412.850098,18.28,2878.04993
2012-08-23,5415.350098,18.28,2899.8999
2012-08-24,5386.700195,18.19,2945.15015
2012-08-27,5350.25,18.11,2937.099910000001
2012-08-29,5287.799805,17.93,2934.64996
2012-08-30,5315.049805,18.01,2931.4999399999997
2012-08-31,5258.5,17.85,2934.100040000001
2012-09-03,5253.75,17.84,2976.95007
2012-09-04,5274.0,17.93,2986.40015
2012-09-05,5225.700195,17.78,3008.500060000001
2012-09-06,5238.399902,17.83,3036.5499900000004
2012-09-07,5342.100098,18.13,2994.84985
2012-09-10,5363.450195,18.23,3059.64996
2012-09-11,5390.0,18.33,3050.05005
2012-09-12,5431.0,18.44,3059.20013
2012-09-13,5435.350098,18.45,3050.45013
2012-09-14,5577.649902,18.84,3078.299870000001
2012-09-17,5610.0,18.99,3058.9999399999997
2012-09-18,5600.049805,19.03,3047.850040000001
2012-09-20,5554.25,18.89,3068.80005
2012-09-21,5691.149902,19.31,3042.250060000001
